ID,y
1,77.814741348
2,93.4773541545
3,78.1389389817
4,79.0343536435
5,116.542278462
8,94.168096326
10,118.8041403
11,94.6035202184
12,116.072727112
14,94.5005202338
15,116.103319127
16,103.515484179
17,96.8583646467
19,94.8918544359
20,112.436646745
21,97.2792761921
22,116.141471263
23,96.8751148006
26,94.5797335996
28,95.9821115266
29,96.7503748702
33,96.4367689813
35,93.3964182685
41,96.45849885
42,93.4650202469
43,116.030926629
45,103.465769293
46,103.344404785
51,93.4455386934
53,78.9772476316
55,116.030656977
56,93.9755896464
57,103.58212274
58,95.0588437925
59,103.60264538
63,113.420075765
64,93.7116073843
65,105.595939698
69,94.1457127655
71,95.4984806036
72,103.109043685
73,93.3559210909
76,103.971599151
77,103.639882712
78,116.330482506
82,93.372106386
83,104.412771176
84,94.8939556884
85,103.265827835
87,112.322226595
88,96.343526435
89,114.667016639
91,93.6945803718
93,94.1435800397
94,111.686425668
95,93.5810287986
96,112.256503384
97,93.321511202
98,112.200686205
99,93.9029086165
101,103.168247746
103,114.683658493
104,94.2648274199
105,112.590564874
110,94.6687064785
111,112.899261463
113,112.736143225
114,93.5577122075
115,113.777311503
117,114.689341545
120,93.3207334038
121,113.442734073
122,94.7513283435
123,115.577769141
126,112.511395742
132,114.956969816
135,104.533234991
137,103.658463832
138,93.8542555767
140,93.8996228066
142,114.442817438
144,113.148158878
148,93.2248066153
149,113.726437068
155,94.7658619624
156,112.086213663
157,93.3689894399
162,114.420641804
163,94.2227192015
167,93.7793537929
172,116.190531355
179,117.971195407
180,94.8391458429
181,111.982552559
182,94.12149196
183,114.709185173
185,114.709185173
187,114.04548394
188,93.4295633284
189,93.6513244622
191,94.2340640231
192,113.788036419
193,93.8345567419
194,112.277810397
195,93.9461834658
196,115.101591413
198,97.1556283782
199,113.073517606
201,103.683467078
204,93.8791826068
205,103.256038489
206,94.3612556868
210,93.987049923
211,103.149874964
216,112.981137929
219,115.825683579
220,93.8004223235
221,112.060907943
226,111.981095977
227,93.2047620752
228,112.785211135
230,112.247778444
231,93.457900356
235,115.884081993
236,93.6485843315
238,112.038923497
242,103.374503857
243,93.6840914076
244,78.64688469
245,114.699524653
247,114.552296002
248,94.3483569659
249,93.7092060596
250,114.437961581
251,93.6462714027
253,115.896738519
254,93.571952014
256,93.6991763157
257,93.3850412749
258,114.65838879
259,93.9371263006
262,79.9430768396
266,93.6322735909
267,112.458272933
272,103.111880968
273,114.407225994
275,98.5133668959
276,115.835791587
279,93.8928029798
280,103.983430918
283,93.8543238614
285,112.150172081
288,114.279192761
289,94.5154122073
290,103.347940763
291,93.9674443335
292,111.842177124
293,112.104826072
296,99.6849473483
297,112.280461699
298,116.225674756
299,93.4999949267
304,94.0045062721
305,86.8897273202
306,93.7760534839
307,111.898574997
311,111.627298825
313,111.89140799
314,93.8705326648
316,94.3921060675
324,95.2032071554
327,93.9265881481
329,93.8330897012
330,112.1654585
337,108.502371764
338,93.9028727015
339,103.369992995
340,93.910193912
343,94.1949870927
345,116.138438057
346,94.3773646882
347,112.237768321
349,113.935006034
350,93.5622810732
352,113.332233365
353,93.5501120901
354,77.9061394741
357,93.6531189726
358,113.179134542
362,113.697532677
364,116.423193761
365,103.249690327
366,93.4040514252
367,113.256713308
368,94.1909110107
370,77.7679999195
373,93.9275426582
377,94.7697908658
378,111.940607369
382,103.317300022
384,112.287498795
390,93.5524559196
392,113.007669761
393,113.001758455
395,93.859867323
396,103.328045563
399,78.038464537
406,111.908987422
408,111.908987422
409,94.6570173961
410,81.0959104499
412,115.537846599
413,94.0908891032
419,93.6442012541
420,113.227718889
421,94.2761266522
430,99.9038118872
434,93.569283002
436,93.9100493419
437,93.8408178128
438,94.1308751612
439,112.207760549
440,93.956159704
443,113.132373767
446,93.9052295064
448,93.7184350273
452,93.8604405406
453,103.363676649
457,103.226763601
458,93.5525475456
459,115.918884255
460,103.174096366
462,103.591157482
464,103.358098262
465,115.820355212
467,115.846148998
471,113.566987101
472,79.3555946448
473,94.4851774652
475,93.9181923134
480,94.2216467266
488,113.097477943
490,111.893499376
491,103.278055365
492,77.9640914572
493,93.7463328526
497,93.6232538062
498,111.913261175
499,93.8051705974
500,103.102587904
501,93.5571385689
502,115.735125629
506,78.3917057859
510,111.829013793
511,93.9221624739
512,93.8592511004
516,93.7261424295
518,94.0842561412
519,112.126040936
521,93.5802707759
522,114.267562393
526,112.819827111
529,94.1131234593
532,112.140984749
533,93.7342423766
536,113.24711264
537,103.167509421
539,93.5970085358
540,103.254265645
541,93.8644692949
543,93.6228439174
546,112.760048464
547,93.6071320529
548,77.5590937215
551,93.6520682253
552,103.288755519
556,103.543844401
557,93.8273556983
558,113.276444014
559,94.0381371411
560,103.331124582
562,103.568350203
566,93.8540092673
570,111.897867365
571,93.8912256791
572,104.058561762
573,93.5026399597
575,115.895749963
576,112.546452561
577,93.7609560933
579,94.9015999558
580,112.136575626
581,114.485015636
589,111.899253249
591,103.110143218
593,94.0376479431
594,103.468599922
595,93.6396565972
598,93.6238651435
602,112.339261757
604,112.692851665
606,113.452620233
608,93.4820948276
609,103.265067043
610,93.5174902722
616,112.205605296
617,93.6592330906
618,103.254474762
620,103.302096866
622,112.57762734
623,93.9223308097
624,120.429028534
626,112.079334109
628,112.053495246
629,93.5592874428
630,112.147599743
637,93.9664083474
638,103.475842678
643,94.7001945937
645,94.2085966296
646,117.21985654
648,95.7896141296
652,93.8583503334
653,93.8302847031
654,111.895538572
656,112.429311148
657,94.4714861677
659,95.4848740209
660,103.427839383
663,94.418787111
664,112.755818206
666,103.223974563
668,112.161757873
669,93.5835559886
671,93.716261401
675,93.8685335659
677,93.6517287593
678,113.430543345
679,103.57560691
682,95.4881512462
685,103.383162089
687,94.165805631
688,93.7310738807
693,113.026476236
696,93.9085619206
698,93.5282926273
701,94.8296900824
704,103.541244679
705,115.921024448
709,116.807466028
710,93.565446902
711,103.521599608
712,94.1939749431
714,111.967803327
715,94.1726603887
716,111.887101029
717,93.868940497
720,116.041692681
721,94.1920811848
724,103.577738252
725,93.8439920213
726,113.844516606
728,113.128171252
731,93.9529709946
734,103.384342897
738,94.0627247424
745,112.488513256
746,93.8102398337
751,77.7157074261
754,93.9943718223
756,94.3648961152
758,94.588151551
759,113.406762901
761,115.941898454
766,93.9044213515
767,113.103469451
768,93.9287100891
769,112.902010871
770,93.6363581139
771,78.0057462228
772,103.204935484
773,93.6675062491
774,111.87844722
776,112.218802943
777,93.6743374235
780,116.603036375
782,103.283696783
787,103.137609457
788,93.5961745977
792,93.9163932072
793,114.061239561
798,94.5235641417
800,94.3765396567
806,111.907349967
809,112.899415272
811,113.954643512
812,93.4492062431
814,115.813444112
816,103.20761275
817,93.9126646297
818,111.858916659
820,113.179531974
823,93.5355767517
829,95.1164265057
830,113.284867319
831,93.8753520001
834,112.030850039
839,93.6705697376
841,77.6148860052
844,103.409096873
845,93.5353914686
848,94.0959118705
850,94.9628597738
851,103.066102959
852,94.1671555231
854,93.7628117705
855,94.2954810991
856,102.979508329
859,103.375594336
861,111.87844722
864,93.6467338243
865,111.891237721
866,93.9648249559
867,93.6463172852
869,94.0814105778
871,93.3565883159
872,111.907349967
882,103.101333696
883,93.5589329662
885,94.0208236826
888,93.9522761778
893,111.916292538
901,113.404425277
903,103.300672746
904,93.7555529037
905,103.365503461
910,94.2382633237
911,112.764035932
914,113.097281882
918,112.735792925
921,94.0088046568
928,93.7201091138
929,103.340117295
932,93.8108633762
933,112.525797576
934,94.2322189427
935,112.221049828
937,80.0184560022
939,93.4982233464
940,103.182376952
941,93.7273615889
942,103.234411541
943,93.8291579952
944,103.1582527
947,111.905306457
949,113.237132616
951,112.186967685
952,93.8731546364
953,103.29892657
954,78.3004206411
957,112.381720193
959,94.3651959213
960,117.504204467
963,115.848988357
965,111.907349967
967,103.144673127
971,93.6635775876
972,78.3733309357
973,93.6354907077
974,112.436542167
975,94.6566753049
978,117.761510066
980,113.07837813
981,93.76972449
984,113.245049274
986,94.2420825389
988,93.9555624767
989,112.12559337
990,103.449099982
992,113.384528239
996,93.8682130485
999,112.559462835
1000,93.7794950643
1001,111.895617864
1002,94.2017401105
1003,112.217594251
1004,94.3918770542
1008,112.013681018
1009,93.7210003976
1010,106.106049056
1012,116.806338351
1013,94.3593489039
1014,117.007033383
1015,93.5672165277
1016,115.843323332
1019,93.8441935659
1020,112.301586079
1021,94.2360488531
1022,103.539166163
1024,94.2360488531
1025,77.6861835148
1027,94.051924231
1028,103.182526951
1029,93.8136756037
1030,93.7091595127
1033,112.798185983
1036,94.2908933822
1037,112.063512489
1038,93.6417380583
1042,93.4932627545
1043,103.280726849
1044,93.5866529761
1045,112.073229424
1047,115.928643047
1050,93.6151249561
1051,111.928849794
1054,93.5332340551
1056,93.7684358963
1057,93.5450894134
1059,93.8318739474
1062,98.7178502127
1063,103.363145651
1064,93.7684358963
1066,93.6719776056
1070,103.198441961
1076,112.091852053
1077,99.7187016819
1078,111.941619955
1080,113.155434376
1082,115.253935613
1083,94.0387412933
1089,114.283862817
1091,94.0157386441
1093,93.6054408545
1097,93.7649480089
1099,93.6838307992
1101,94.251402296
1103,93.8253543224
1104,111.919635939
1106,113.5323825
1109,94.3474742998
1110,112.159463191
1111,93.8021143257
1112,115.784335639
1114,93.5143343582
1116,94.221774064
1117,113.159600333
1120,93.9963798533
1124,113.219002876
1125,93.764590028
1126,112.923670464
1134,112.168068313
1137,93.8229156903
1138,112.346019889
1144,111.905034017
1145,93.6396565972
1146,93.9585439606
1148,94.5089350126
1150,93.9644629375
1152,103.40676513
1153,94.0519117181
1154,103.269120067
1155,93.5187731891
1157,93.3475209216
1162,93.5164706639
1165,112.763797012
1166,93.5548402759
1167,103.540508007
1168,94.2822395078
1169,103.113088807
1171,115.98142176
1172,93.8241528188
1173,103.109126271
1174,93.7491660119
1176,94.2257998617
1177,103.177454818
1178,93.6004810332
1182,112.375924837
1186,94.2070337069
1187,114.931399808
1188,93.7145416853
1189,116.429534559
1191,105.414017711
1192,93.5629312108
1197,112.587015675
1198,93.5031177969
1200,78.2804714841
1201,93.7957649953
1203,93.902907851
1209,115.848988357
1214,103.348367815
1218,113.632304877
1222,93.6728958956
1226,94.1555039862
1228,93.5583796293
1230,93.7219093502
1232,78.5153267518
1233,94.1351452899
1236,115.924031915
1238,93.7101523922
1241,111.906451096
1244,103.169832138
1246,93.6513525986
1247,113.129306912
1250,113.789361526
1251,93.5333281259
1254,113.755711071
1255,93.7729347112
1256,116.165159421
1257,93.4504751139
1258,93.6714659382
1259,112.863261285
1260,94.1242104664
1263,112.825063352
1267,77.8207711764
1268,112.491201653
1271,93.6042153882
1272,112.15749839
1274,102.987453242
1275,93.5726241122
1276,111.991601751
1277,94.0037419379
1279,93.9792366121
1281,93.9080778843
1282,93.713460952
1283,113.587759822
1285,112.367251267
1286,93.8464143802
1289,112.588482558
1296,115.887552648
1299,93.9719971362
1301,93.8318359192
1306,94.9496636867
1307,93.6504629239
1308,94.9005325847
1313,111.991601751
1314,93.7802890252
1315,112.217492518
1316,93.7537907329
1317,111.996060243
1319,94.1689375938
1323,94.318069699
1324,103.558826883
1325,93.7987581812
1328,103.709056333
1329,93.734712478
1330,111.875601966
1331,93.4495310901
1332,103.321627968
1337,94.4488384296
1338,111.953352943
1339,93.6194251082
1340,114.483780068
1343,113.518135807
1347,104.207616519
1348,93.6978251777
1349,104.876887225
1352,93.9351048594
1354,95.0778905229
1359,113.088641455
1360,94.2245332487
1363,112.011943942
1364,94.0596324386
1365,103.378349939
1366,93.9330813465
1372,93.8146612495
1375,104.144876384
1376,93.5410097902
1378,93.6330518755
1379,113.656346538
1380,94.2619589259
1381,103.208820565
1384,113.85253385
1387,93.9341682513
1388,112.614430202
1392,78.0403297511
1394,103.31790832
1395,94.086591039
1396,112.015232574
1398,93.8307959011
1399,112.013839537
1400,93.7934264037
1401,93.782744012
1403,93.7551090761
1404,114.316169095
1406,112.013839537
1407,93.5232249465
1408,112.001044922
1410,78.2397200146
1412,112.02506639
1413,93.9727347527
1415,93.8397817041
1420,112.001044922
1422,114.21320284
1423,117.193282492
1424,112.001044922
1425,95.1944482221
1426,78.2397200146
1427,94.1412140101
1429,93.8611211253
1430,112.131903312
1431,95.0166903382
1432,103.167852404
1434,113.890756691
1437,93.6807787549
1438,103.505619832
1440,114.824775609
1441,112.209138519
1442,93.5884659693
1444,113.589347561
1445,93.8487879685
1446,103.289152053
1448,93.6799408554
1453,94.3970246596
1454,112.02506639
1455,93.5992396685
1456,115.846207177
1458,112.02506639
1459,93.7577580702
1461,93.7493014528
1465,93.9241061323
1466,111.877947667
1469,94.2254863703
1472,94.4046366987
1474,93.6304164783
1477,113.82502899
1479,113.480930896
1482,93.7713910718
1483,77.8816638809
1487,94.0640286318
1488,112.07024305
1490,112.445184206
1492,113.965750389
1494,115.988240177
1496,103.440572305
1497,93.903705204
1499,94.4211324005
1502,93.6146484232
1507,114.704244525
1508,93.9504688665
1509,113.349899378
1511,93.9196877716
1512,113.30246164
1513,116.445664976
1514,104.183469967
1518,112.30129932
1519,94.3863074664
1522,113.418569668
1524,78.0843777888
1527,93.5913118471
1529,93.8702540644
1532,103.58009574
1536,114.444735253
1537,115.823379907
1539,103.333325112
1542,114.263778525
1543,93.5938022366
1544,103.473733601
1545,77.9170806843
1550,93.6054203118
1551,113.734389769
1554,103.217207801
1556,103.520913125
1559,93.7149000436
1560,78.1525120112
1562,93.7469852673
