id,y
1,82.0283203125
2,101.34251403808594
3,79.7676010131836
4,78.95000457763672
5,118.55824279785156
8,96.7900619506836
10,113.23487091064453
11,97.10440063476562
12,115.5517807006836
14,97.15512084960938
15,115.57011413574219
16,105.27973175048828
17,98.56124114990234
19,97.2652359008789
20,104.84849548339844
21,99.4332275390625
22,116.15663146972656
23,98.61244201660156
26,97.86079406738281
28,94.80793762207031
29,95.14387512207031
33,95.14387512207031
35,94.74015808105469
41,95.14989471435547
42,94.60124969482422
43,116.7232666015625
45,103.6741714477539
46,103.80181121826172
51,94.26022338867188
53,79.43976593017578
55,112.24864959716797
56,94.2708969116211
57,104.09004211425781
58,95.08621978759766
59,103.45684051513672
63,112.5942611694336
64,94.48810577392578
65,104.69911193847656
69,95.47128295898438
71,94.98881530761719
72,103.8791732788086
73,94.85884857177734
76,103.8628158569336
77,104.14315795898438
78,115.66863250732422
82,94.86170959472656
83,104.69911193847656
84,94.2599105834961
85,104.08157348632812
87,112.25047302246094
88,94.98260498046875
89,113.159423828125
91,94.80912780761719
93,94.87220001220703
94,104.01321411132812
95,94.60169219970703
96,111.59932708740234
97,94.6783218383789
98,112.4033432006836
99,94.80413818359375
101,104.16899108886719
103,113.159423828125
104,94.05502319335938
105,111.68304443359375
110,94.96341705322266
111,112.28585052490234
113,112.51546478271484
114,94.13427734375
115,115.82476806640625
117,113.12664031982422
120,94.63951110839844
121,112.18006134033203
122,94.64936065673828
123,112.39659118652344
126,112.28553009033203
132,111.7862777709961
135,104.62256622314453
137,104.6068344116211
138,94.2778091430664
140,94.27277374267578
142,113.1368637084961
144,112.21320343017578
148,94.39401245117188
149,113.45487976074219
155,94.212890625
156,112.31752014160156
157,94.6783218383789
162,112.52912902832031
163,94.81391906738281
167,94.53817749023438
172,116.53706359863281
179,112.53291320800781
180,95.05732727050781
181,112.30643463134766
182,94.58082580566406
183,113.12664031982422
185,113.12664031982422
187,111.67972564697266
188,94.86170959472656
189,94.26593780517578
191,94.05502319335938
192,112.34761047363281
193,94.56631469726562
194,112.4708251953125
195,93.95916748046875
196,112.76771545410156
198,95.05085754394531
199,112.25447845458984
201,104.68826293945312
204,94.73615264892578
205,105.18687438964844
206,94.26166534423828
210,94.25210571289062
211,104.16899108886719
216,112.42617797851562
219,115.13968658447266
220,93.77423858642578
221,111.66724395751953
226,112.30643463134766
227,94.61299896240234
228,112.23512268066406
230,112.68988037109375
231,94.6783218383789
235,115.73814392089844
236,94.25617218017578
238,113.16069030761719
242,104.23861694335938
243,94.80021667480469
244,80.09619903564453
245,111.61386108398438
247,117.6781005859375
248,94.60868835449219
249,94.61322784423828
250,112.17353820800781
251,94.25617218017578
253,115.73814392089844
254,94.43692779541016
256,94.58244323730469
257,94.39401245117188
258,112.23405456542969
259,94.80226135253906
262,81.28495025634766
266,94.24776458740234
267,112.07088470458984
272,104.06021118164062
273,113.12664031982422
275,96.79638671875
276,113.27008056640625
279,94.9473876953125
280,104.69911193847656
283,94.62657928466797
285,112.15826416015625
288,113.12664031982422
289,94.31782531738281
290,104.20960998535156
291,94.83724975585938
292,111.62604522705078
293,111.63327026367188
296,99.58415985107422
297,112.33869171142578
298,115.63584899902344
299,94.86170959472656
304,93.82049560546875
305,90.278564453125
306,94.17437744140625
307,111.5767822265625
311,106.404541015625
313,112.33405303955078
314,94.05502319335938
316,94.44502258300781
324,94.44076538085938
327,94.69872283935547
329,93.89962005615234
330,112.44588470458984
