id,y
1,80.888633728
2,102.427581787
3,86.0684967041
4,78.3110046387
5,118.266464233
8,99.4172515869
10,118.403686523
11,103.290435791
12,124.225479126
14,97.2738494873
15,123.825309753
16,107.423431396
17,110.377532959
19,103.712806702
20,109.187973022
21,112.663864136
22,123.389083862
23,110.618103027
26,101.775230408
28,98.7696151733
29,103.834030151
33,98.7520141602
35,93.9054718018
41,99.061378479
42,94.3208236694
43,117.59803009
45,103.010421753
46,106.513549805
51,94.0072860718
53,83.7423248291
55,114.841773987
56,93.0258407593
57,105.938041687
58,94.2887649536
59,104.274215698
63,112.069656372
64,94.4463500977
65,107.401748657
69,94.4125976562
71,95.5723342896
72,103.48903656
73,93.6720504761
76,104.304344177
77,108.429901123
78,115.391799927
82,94.1511459351
83,107.282272339
84,93.1917877197
85,103.169296265
87,111.480155945
88,97.8578491211
89,114.738220215
91,94.6386108398
93,94.2380599976
94,107.990097046
95,93.5839538574
96,113.804641724
97,93.6104125977
98,112.652389526
99,93.6325073242
101,104.489570618
103,114.824790955
104,92.6929168701
105,111.548149109
110,94.1725463867
111,113.355384827
113,113.820373535
114,93.4482879639
115,113.028495789
117,114.158309937
120,96.2869033813
121,114.141937256
122,95.1959915161
123,114.499786377
126,112.271621704
132,112.220367432
135,104.420600891
137,105.261268616
138,93.8358001709
140,93.0342941284
142,112.640960693
144,112.72568512
148,92.3231201172
149,113.861061096
155,96.9300003052
156,111.482292175
157,96.0966720581
162,113.489067078
163,95.5098190308
167,93.541633606
172,116.439239502
179,118.607124329
180,97.6030044556
181,110.780151367
182,95.6199417114
183,113.991386414
185,113.991386414
187,112.876617432
188,94.1528244019
189,94.5234603882
191,93.0557785034
192,113.772628784
193,94.6802597046
194,111.968185425
195,91.4304733276
196,113.084617615
198,101.204559326
199,112.630134583
201,105.125770569
204,93.8558807373
205,104.509346008
206,94.1551971436
210,93.8676147461
211,103.906196594
216,112.009902954
219,115.727394104
220,91.288520813
221,110.685707092
226,110.718894958
227,95.9129104614
228,112.094596863
230,111.357154846
231,93.1921768188
235,115.835960388
236,92.9699859619
238,111.354515076
242,104.163070679
243,94.2582092285
244,77.6934127808
245,110.215454102
247,116.342964172
248,93.9035186768
249,94.3304214478
250,111.875457764
251,92.9699859619
253,115.835960388
254,96.6316146851
256,94.8874588013
257,91.252532959
258,113.523292542
259,94.0530700684
262,78.5925445557
266,94.6132965088
267,112.10105896
272,102.014541626
273,113.714912415
275,101.045783997
276,115.403411865
279,94.4825363159
280,106.723556519
283,93.3204956055
285,112.406684875
288,113.583427429
289,93.9263076782
290,104.479934692
291,93.5414886475
292,110.946052551
293,111.469963074
296,109.807655334
297,111.344642639
298,114.157897949
299,93.8555145264
304,92.9843139648
305,89.9458770752
306,92.8648071289
307,110.577087402
311,108.917747498
313,110.494628906
314,91.7769851685
316,93.0555267334
324,93.1632919312
327,94.2659606934
329,93.0000228882
330,111.912574768
337,106.218688965
338,93.8379364014
339,105.72026062
340,93.8304748535
343,92.9683609009
345,115.047424316
346,93.2322769165
347,111.75604248
349,112.813262939
350,93.1500854492
352,113.109214783
353,91.441116333
354,77.5599136353
357,93.5670394897
358,112.521179199
362,111.591072083
364,116.582511902
365,103.185401917
366,92.0148544312
367,112.012580872
368,93.4089355469
370,77.6951599121
373,93.7174453735
377,91.4877929688
378,110.750923157
382,104.078437805
384,111.80670166
390,94.1148757935
392,112.868141174
393,111.915420532
395,93.8061599731
396,106.044776917
399,79.1076889038
406,110.568313599
408,110.568817139
409,93.8395767212
410,77.634475708
412,113.775672913
413,91.4205932617
419,93.8529052734
420,111.285072327
421,92.1333694458
430,103.25818634
434,93.6575393677
436,94.30128479
437,93.2745513916
438,92.29347229
439,111.796409607
440,94.0481643677
443,113.18901825
446,93.618309021
448,94.4518432617
452,93.6697845459
453,104.445159912
457,104.382476807
458,94.2186050415
459,116.379325867
460,103.688323975
462,106.830276489
464,102.749015808
465,115.839820862
467,119.606254578
471,112.34098053
472,77.4511489868
473,99.1284408569
475,93.8339004517
480,94.3821716309
488,111.562675476
490,110.934257507
491,103.610557556
492,78.1028289795
493,94.3388748169
497,92.8173217773
498,112.581817627
499,94.2632598877
500,104.900337219
501,94.2939147949
502,113.789466858
506,82.0946731567
510,110.413040161
511,92.5860671997
512,92.8591461182
516,92.7739257812
518,92.2143096924
519,111.542518616
521,92.3964767456
522,113.9817276
526,112.5521698
529,94.8459854126
532,111.545845032
533,93.1448440552
536,113.984169006
537,101.506561279
539,93.791053772
540,104.00352478
541,92.9819564819
543,94.110206604
546,112.215904236
547,92.4653244019
548,77.9995269775
551,93.6745986938
552,103.238876343
556,103.853752136
557,94.6585388184
558,112.141731262
559,93.9967880249
560,104.210929871
562,104.62688446
566,92.6613311768
570,112.046394348
571,93.3914642334
572,107.170692444
573,93.8498306274
575,115.553245544
576,112.268409729
577,93.1499252319
579,94.0310516357
580,111.655784607
581,111.601074219
589,110.796272278
591,102.350006104
593,93.7254943848
594,102.881149292
595,94.6541748047
598,93.1471252441
602,111.819969177
604,112.534103394
606,110.073120117
608,92.1193389893
609,104.166694641
610,93.8984832764
616,110.62928772
617,93.294052124
618,102.085952759
620,104.164199829
622,112.343093872
623,92.1371078491
624,140.405410767
626,111.666152954
628,111.969398499
629,94.0757369995
630,111.549964905
